"Date","Price","Open","High","Low","Vol.","Change %"
"07/22/2025","400.000","400.100","400.200","400.000","358.82K","0.00%"
"07/21/2025","400.000","400.200","400.900","400.000","517.96K","0.00%"
"07/18/2025","400.000","400.100","400.500","400.000","316.03K","-0.02%"
"07/17/2025","400.100","400.100","400.200","400.000","312.56K","0.03%"
"07/16/2025","400.000","400.400","400.500","400.000","314.99K","-0.12%"
"07/15/2025","400.500","400.700","400.800","400.100","308.50K","-0.07%"
"07/14/2025","400.800","400.800","400.900","400.200","295.65K","-0.05%"
"07/11/2025","401.000","400.400","401.200","400.200","295.12K","0.17%"
"07/10/2025","400.300","401.000","401.000","400.100","302.14K","-0.17%"
"07/09/2025","401.000","400.200","401.000","400.000","280.71K","0.25%"
"07/08/2025","400.000","400.100","400.900","400.000","269.61K","0.00%"
"07/07/2025","400.000","400.100","400.500","400.000","279.39K","0.00%"
"07/04/2025","400.000","400.900","400.900","400.000","316.85K","-0.02%"
"07/03/2025","400.100","400.900","401.200","400.100","307.10K","-0.20%"
"07/02/2025","400.900","401.000","401.800","400.500","314.49K","-0.02%"
"07/01/2025","401.000","401.000","401.900","400.200","305.77K","-0.22%"
"06/30/2025","401.900","400.100","401.900","400.100","308.98K","0.25%"
"06/26/2025","400.900","400.900","401.900","400.200","311.51K","0.00%"
"06/25/2025","400.900","400.000","401.500","400.000","302.91K","0.22%"
"06/24/2025","400.000","400.100","400.300","400.000","321.19K","0.00%"
"06/23/2025","400.000","400.000","400.200","400.000","298.75K","0.00%"
"06/20/2025","400.000","401.100","401.400","400.000","432.60K","-0.25%"
"06/19/2025","401.000","401.100","401.100","401.000","366.94K","-0.02%"
"06/18/2025","401.100","401.000","401.400","401.000","516.83K","0.02%"
"06/17/2025","401.000","401.100","401.300","401.000","422.94K","-0.15%"
"06/16/2025","401.600","401.100","402.400","401.000","402.11K","0.15%"
"06/13/2025","401.000","401.200","401.500","401.000","506.88K","-0.25%"
"06/12/2025","402.000","401.300","402.000","401.000","496.55K","0.00%"
"06/11/2025","402.000","401.200","402.000","401.100","559.97K","0.05%"
"06/10/2025","401.800","401.200","402.000","401.000","517.51K","0.20%"
"06/09/2025","401.000","401.200","402.000","401.000","411.60K","-0.02%"
"06/04/2025","401.100","401.100","401.200","401.000","464.79K","0.00%"
"06/03/2025","401.100","401.100","401.200","401.000","423.09K","-0.02%"
"06/02/2025","401.200","401.200","401.200","401.000","412.60K","0.05%"
"05/30/2025","401.000","401.100","401.500","401.000","413.40K","0.00%"
"05/29/2025","401.000","401.100","401.800","401.000","414.71K","0.00%"
"05/28/2025","401.000","401.100","401.800","401.000","428.14K","-0.02%"
"05/27/2025","401.100","402.000","402.000","401.100","443.52K","-0.22%"
"05/26/2025","402.000","401.700","402.600","401.000","464.16K","0.05%"
"05/23/2025","401.800","402.000","403.800","401.000","505.18K","-0.25%"
"05/22/2025","402.800","402.000","403.000","401.100","471.85K","0.17%"
"05/21/2025","402.100","401.900","402.100","401.000","434.33K","0.02%"
"05/20/2025","402.000","401.800","402.100","401.000","513.25K","0.05%"
"05/19/2025","401.800","401.100","402.000","401.000","622.43K","0.20%"
"05/16/2025","401.000","401.200","401.200","401.000","457.11K","0.00%"
"05/15/2025","401.000","401.100","401.800","401.000","490.63K","0.00%"
"05/14/2025","401.000","401.200","401.400","401.000","559.53K","-0.02%"
"05/13/2025","401.100","401.100","403.000","401.100","573.03K","0.02%"
"05/12/2025","401.000","401.200","404.000","401.000","486.97K","0.00%"
